number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
10811,MERGED,2016-09-19T18:20:37Z,2016-10-14T21:27:49Z,2016-10-14T21:27:49Z,Update basic-javascript.json,"Pre-Submission Checklist




 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.
 Your pull request targets the staging branch of FreeCodeCamp.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10709

Description

The statement needed to check the use of the ""default"" statement.",1,1,0,{'totalCount': 22},{'totalCount': 5},{'totalCount': 3},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",603.12
10818,MERGED,2016-09-19T23:50:54Z,2016-09-20T07:02:46Z,2016-09-20T07:02:46Z,"Curriculum Expansion: Visual Design reorder, text review, and assert tests working.","Pre-Submission Checklist




 Pull request targets the feature/curriculum-expansion branch of FreeCodeCamp (NOT staging)
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes. - tests currently not passing in the branch in general.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

For the Visual Design section in the curriculum expansion efforts. All challenge copy reviewed and edited for consistency, challenges re-ordered to reflect the list in the Curriculum Expansion Issue and logical flow of content, and assert tests added and checked. Challenge assert tests all pass in a local environment, which is browser specific (Chrome only).",1,2230,2079,{'totalCount': 1},{'totalCount': 2},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",7.197777777777778
10823,MERGED,2016-09-20T17:27:23Z,2016-10-10T04:44:44Z,2016-10-10T04:44:44Z,Added emoji support for Bio,"Pre-Submission Checklist

 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/.
 You have only one commit.
 All new and existing tests pass the command npm run test-challenges.

Type of Change

 Breaking change (fix or feature that would change existing functionality)

Checklist:

 Tested changes locally.
 Closes currently open issue: Closes #10817",2,7,1,{'totalCount': 36},{'totalCount': 8},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",467.2891666666667
10824,MERGED,2016-09-20T17:49:14Z,2016-10-26T15:09:15Z,2016-10-26T15:09:15Z,Add reset progress option to user settings,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10806

Description

Made a new jade page for progress reset, updated settings to add new button to reset progress, wrote functions to reset necessary attributes for user and update progressTimestamp to when the progress is reset. I tested this locally by making a new user, checking the mongo record, completing a few challenges, resetting the progress, and then confirming that the reset record matched the original new record.",3,73,0,{'totalCount': 23},{'totalCount': 7},{'totalCount': 11},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",861.3336111111112
10853,MERGED,2016-09-22T12:34:52Z,2016-10-07T09:39:52Z,2016-10-07T09:39:52Z,Update basic-bonfires.json,"correct a little mistake
Old say:Repeat a given string (first argument) num times (second argument). Return an empty string if num is not a positive number.
The first ""num"" should be ""str"".",1,1,1,{'totalCount': 10},{'totalCount': 7},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",357.0833333333333
10854,MERGED,2016-09-22T12:41:20Z,2016-10-16T21:00:33Z,2016-10-16T21:00:33Z,Added test for unmodified return statement,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10848

Description

Added regEx to test that the return statement is unmodified.",1,1,0,{'totalCount': 4},{'totalCount': 5},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",584.3202777777777
10860,MERGED,2016-09-22T15:15:03Z,2016-09-23T14:36:52Z,2016-09-23T14:36:52Z,bug fix referer header existence not being checked,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10859

Description",1,1,1,{'totalCount': 7},{'totalCount': 5},{'totalCount': 3},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",23.363611111111112
10866,CLOSED,2016-09-23T00:31:38Z,,2016-11-04T15:11:30Z,WIP: Changes to enable development environment to use containers,"This is still a WIP, hence not squashing the commits yet. Once the changes are accepted, I will recreate the PR with all the following requirements satisfied.




Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description
These changes are enable the use of containers for development environment.
TODO:

Currently the image is pointed to mpaluru/fcc-dev. Need to move it to freecodecamp account
Also need to setup a hook on docker hub to enable the rebuild of image for commits on the staging branch.",6,250,3,{'totalCount': 12},{'totalCount': 4},{'totalCount': 4},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1022.6644444444445
10886,MERGED,2016-09-23T17:03:07Z,2016-09-26T18:03:22Z,2016-09-26T18:03:22Z,Feat(challenges): Let tests be objects,"This allows the message of the test to be separate from the actual assertions
This change is needed for async tests with multiple asserts",2,13,5,{'totalCount': 0},{'totalCount': 3},{'totalCount': 3},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",73.00416666666666
10918,MERGED,2016-09-26T04:18:13Z,2016-09-26T19:55:37Z,2016-09-26T19:55:37Z,"Regex QA: intro, text edits, assert tests working","Pre-Submission Checklist




 Your pull request targets the feature/curriculum-expansion branch of FreeCodeCamp - not staging.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes. Tests not passing in general for the branch.

Type of Change


 New feature (non-breaking change which adds new functionality)

Checklist:



 Tested changes locally.

Description

QA for Regular expressions section. Added intro text and image. Text and formatting changes for consistency. All tests working
Visual Design - edited intro text
Responsive Web Design - swapped out a photo",3,563,488,{'totalCount': 6},{'totalCount': 4},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",15.623333333333333
10929,MERGED,2016-09-26T21:24:23Z,2016-10-16T21:10:55Z,2016-10-16T21:10:55Z,Incorrect error thrown when function is in comments,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10925

Description

Added new regExp in detect-unsafe-code-stream.js to detect if the word function is in comments and if so, ignore and do not throw the error SyntaxError: Unsafe or unfinished function declaration",1,5,1,{'totalCount': 8},{'totalCount': 4},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",479.77555555555557
10950,MERGED,2016-09-28T03:05:27Z,2016-09-28T15:13:21Z,2016-09-28T15:13:21Z,Fix(react): use className not class,"Fixes className
Add's className lint check",2,8,7,{'totalCount': 0},{'totalCount': 1},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",12.131666666666666
10957,MERGED,2016-09-28T14:48:27Z,2016-10-27T15:03:28Z,2016-10-27T15:03:28Z,"add ability to unlink social accounts (twitter, linkedin)","Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10809

Description


only tested locally for Twitter as I can't get LinkedIn to work on my local
after unlink, user is redirected to /username, actually I expect it to be redirected to /settings but there is a bug when doing that, see #10879
I use user[social] = null; instead of user[social] = undefined; because rejected by js-lint: Unexpected use of undefined  no-undefined. Let me know your thought

cc @BerkeleyTrue",2,109,27,{'totalCount': 22},{'totalCount': 8},{'totalCount': 15},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",696.2502777777778
10975,MERGED,2016-09-29T10:07:26Z,2016-09-29T18:29:04Z,2016-09-29T18:29:04Z,Fix missing link in updated instructions,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

This fixes the missing link in the updated instructions due to the lack of a closing <a> tag with content.
Before
""UPDATE: Due to a change in conditions on API usage explained here, use the sample API response we provide at""
Fixed
""UPDATE: Due to a change in conditions on API usage explained here, use the sample API response we provide at https://gist.github.com/QuincyLarson/2ff6892f948d0b7118a99264fd9c1ce8"".",1,1,1,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",8.360555555555555
10993,MERGED,2016-09-30T02:49:10Z,2016-09-30T07:05:49Z,2016-09-30T07:05:49Z,Sass section QA and intro,"Pre-Submission Checklist




 Your pull request targets the feature/curriculum-expansion branch of FreeCodeCamp (not staging).
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes. [Tests in general not passing for this branch]

Type of Change


 Small bug fix (non-breaking change which fixes an issue)

Checklist:



 Tested changes locally.

Description

Adds introduction chellenge for Sass. Text formatting and review, assert tests added.",1,287,159,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",4.2775
10995,MERGED,2016-09-30T05:26:17Z,2016-09-30T07:11:19Z,2016-09-30T07:11:19Z,Fix typo in html5-and-css,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue: Closes #10980

Description

'); is a typo the html5-and-css.json file. This PR corrects this.",1,1,1,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1.7505555555555556
11001,CLOSED,2016-09-30T17:36:45Z,,2016-10-01T05:52:02Z,"email setting, blur button on click","Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10458

Description


convert react component: ""function of props"" into ""ES6 class descending from React.Component""
need to use ref to access the DOM to call blur()
need to use ReactDOM.findDOMNode to access DOM behind <Button> component",1,131,99,{'totalCount': 3},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",12.254722222222222
11028,MERGED,2016-10-02T23:20:19Z,2016-10-04T20:02:02Z,2016-10-04T20:02:02Z,Translating Getting Started - Learn What to Do If You Get Stuck secti…,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

I translated the session - Getting Started [Learn What to Do If You Get Stuck] - into Brazilian Portuguese.",1,53,0,{'totalCount': 5},{'totalCount': 4},{'totalCount': 3},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",44.695277777777775
11032,MERGED,2016-10-03T04:12:00Z,2016-10-03T13:58:23Z,2016-10-03T13:58:23Z,"Capitalize the word ""HTML"" for consistency","Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

Keep capitalization consistency of HTML.",1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",9.773055555555555
11058,MERGED,2016-10-04T23:31:03Z,2017-01-27T05:07:22Z,2017-01-27T05:07:22Z,feat(challenges): add backend challenge infrastructure,,25,770,359,{'totalCount': 50},{'totalCount': 6},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",2741.6052777777777
11087,MERGED,2016-10-07T05:11:20Z,2016-10-09T15:07:16Z,2016-10-09T15:07:16Z,"Fix sitemap, remove jobs remnants","Updates the machine readable sitemap and also removes all remaining remnants of the jobs page.
Closes #11062",7,42,39,{'totalCount': 0},{'totalCount': 1},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",57.93222222222222
11100,MERGED,2016-10-07T19:51:03Z,2016-10-12T17:49:19Z,2016-10-12T17:49:20Z,Fix Contributing Guide To Remove Need For Wiki Article,"Pre-Submission Checklist

 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change

 Small bug fix (non-breaking change which fixes an issue)

Checklist:

 Tested changes locally.
 Closes currently open issue: Closes #11006

Description
Following on from issue #11006 - this removes the need for the http://forum.freecodecamp.com/t/how-to-fork-and-maintain-a-local-instance-of-free-code-camp/19116 Wiki page, creating just a CONTRIBUTING document.
If someone wouldn't mind looking over the new CONTRIBUTING.md file, it would be great to get a second opinion to make sure I haven't missed anything 👍",1,151,90,{'totalCount': 4},{'totalCount': 5},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",117.97111111111111
11121,MERGED,2016-10-09T09:43:09Z,2016-10-09T11:29:34Z,2016-10-09T11:29:34Z,Update challenge description,"Remove 'anti-pattern' statement from the description.
Closes #11104",1,2,2,{'totalCount': 3},{'totalCount': 2},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1.773611111111111
11126,MERGED,2016-10-09T11:42:00Z,2016-10-09T15:03:34Z,2016-10-09T15:03:35Z,Fixed challenge description,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

closes #11092",1,2,2,{'totalCount': 4},{'totalCount': 3},{'totalCount': 3},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",3.3594444444444442
11138,MERGED,2016-10-10T03:22:53Z,2016-10-10T06:58:43Z,2016-10-10T06:58:43Z,margins code challengeverification  order to TopRightBottomLeft,"Pre-Submission Checklist

 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change

 Small bug fix (non-breaking change which fixes an issue)

Checklist:

 Tested changes locally.
 Closes currently open issue : Closes #11059

Description

Reordered the test order here to change order of displayed tests to match order of values given for css margin :  Top Right Bottom Left",1,2,2,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",3.5972222222222223
